Order_ID,Order_Date,City,Category,Product,Quantity,Unit_Price,Discount_%,Revenue
ORD000175,2025-08-06,Kolkata,Electronics,OnePlus 12,2,64999,10,116998.2
ORD000176,2025-03-17,Ahmedabad,Electronics,Samsung Galaxy S24,1,74999,10,67499.1
ORD000177,2025-12-17,Kolkata,Fashion,Levi's Jeans,1,2499,15,2124.15
ORD000178,2024-12-29,Chennai,Electronics,Samsung Galaxy S24,1,74999,15,63749.15
ORD000179,2025-11-22,Mumbai,Fashion,Levi's Jeans,1,2499,5,2374.05
ORD000180,2024-07-23,Kolkata,Fashion,Levi's Jeans,1,2499,5,2374.05
ORD000181,2025-07-04,Ahmedabad,Home,IKEA Study Table,3,12999,5,37047.15
ORD000182,2025-07-14,Chennai,Home,IKEA Study Table,4,12999,15,44196.6
ORD000183,2026-02-26,Bengaluru,Home,Philips Air Fryer,1,8999,0,8999.0
ORD000184,2024-07-29,Hyderabad,Fashion,Nike Air Max,1,6999,15,5949.15
ORD000185,2025-07-19,Kolkata,Home,Philips Air Fryer,2,8999,0,17998.0
ORD000186,2025-03-03,Pune,Electronics,Samsung Galaxy S24,1,74999,10,67499.1
ORD000187,2026-02-23,Kolkata,Home,Philips Air Fryer,3,8999,0,26997.0
ORD000188,2025-10-07,Kolkata,Home,Philips Air Fryer,1,8999,10,8099.1
ORD000189,2024-08-17,Hyderabad,Home,IKEA Study Table,2,12999,5,24698.1
ORD000190,2024-12-13,Kolkata,Electronics,OnePlus 12,3,64999,15,165747.45
ORD000191,2026-04-30,Bengaluru,Electronics,Samsung Galaxy S24,1,74999,5,71249.05
ORD000192,2024-07-05,Pune,Fashion,Levi's Jeans,1,2499,15,2124.15
ORD000193,2024-06-14,Kolkata,Electronics,Sony WH-1000XM5,4,29999,0,119996.0
ORD000194,2024-10-08,Kolkata,Electronics,Samsung Galaxy S24,2,74999,5,142498.1
ORD000195,2026-05-06,Ahmedabad,Fashion,Levi's Jeans,1,2499,10,2249.1
ORD000196,2025-08-09,Kolkata,Home,IKEA Study Table,4,12999,5,49396.2
ORD000197,2025-09-29,Pune,Electronics,OnePlus 12,1,64999,5,61749.05
ORD000198,2025-05-16,Chennai,Fashion,Levi's Jeans,2,2499,15,4248.3
ORD000199,2024-08-05,Hyderabad,Fashion,Levi's Jeans,2,2499,10,4498.2
ORD000200,2025-08-22,Kolkata,Home,IKEA Study Table,3,12999,15,33147.45
ORD000201,2026-04-03,Kolkata,Fashion,Nike Air Max,1,6999,15,5949.15
ORD000202,2024-06-25,Ahmedabad,Fashion,Nike Air Max,3,6999,5,19947.15
ORD000203,2025-04-06,Mumbai,Electronics,Sony WH-1000XM5,3,29999,15,76497.45
ORD000204,2026-01-27,Ahmedabad,Fashion,Nike Air Max,2,6999,15,11898.3
ORD000205,2024-11-09,Bengaluru,Electronics,OnePlus 12,1,64999,0,64999.0
ORD000206,2025-04-20,Pune,Fashion,Nike Air Max,3,6999,15,17847.45
ORD000207,2025-06-13,Ahmedabad,Home,IKEA Study Table,1,12999,5,12349.05
ORD000208,2025-05-21,Chennai,Electronics,OnePlus 12,1,64999,10,58499.1
ORD000209,2025-08-21,Ahmedabad,Home,Philips Air Fryer,2,8999,10,16198.2
ORD000210,2024-10-07,Mumbai,Fashion,Nike Air Max,2,6999,15,11898.3
ORD000211,2025-07-02,Delhi,Electronics,Samsung Galaxy S24,1,74999,10,67499.1
ORD000212,2025-08-01,Pune,Electronics,Samsung Galaxy S24,1,74999,0,74999.0
ORD000213,2026-02-02,Mumbai,Home,IKEA Study Table,1,12999,10,11699.1
ORD000214,2026-01-16,Hyderabad,Electronics,Apple iPhone 15,1,79999,0,79999.0
ORD000215,2025-10-06,Delhi,Fashion,Nike Air Max,1,6999,5,6649.05
ORD000216,2026-01-30,Bengaluru,Home,Philips Air Fryer,1,8999,5,8549.05
ORD000217,2024-10-18,Delhi,Electronics,OnePlus 12,1,64999,15,55249.15
ORD000218,2025-01-09,Delhi,Home,IKEA Study Table,3,12999,5,37047.15
ORD000219,2026-02-27,Hyderabad,Home,IKEA Study Table,2,12999,15,22098.3
ORD000220,2025-09-29,Hyderabad,Electronics,Apple iPhone 15,3,79999,15,203997.45
ORD000221,2025-03-28,Hyderabad,Electronics,OnePlus 12,1,64999,10,58499.1
ORD000222,2026-01-13,Hyderabad,Home,Philips Air Fryer,2,8999,15,15298.3
ORD000223,2025-08-20,Pune,Electronics,Sony WH-1000XM5,4,29999,15,101996.6
ORD000224,2024-12-01,Hyderabad,Electronics,Sony WH-1000XM5,1,29999,10,26999.1
ORD000225,2024-11-11,Hyderabad,Fashion,Levi's Jeans,1,2499,15,2124.15
ORD000226,2024-12-25,Kolkata,Electronics,Apple iPhone 15,1,79999,0,79999.0
ORD000227,2025-11-18,Chennai,Fashion,Levi's Jeans,2,2499,5,4748.1
ORD000228,2025-05-17,Bengaluru,Electronics,Sony WH-1000XM5,2,29999,10,53998.2
ORD000229,2025-01-28,Hyderabad,Electronics,Samsung Galaxy S24,3,74999,0,224997.0
ORD000230,2025-02-11,Bengaluru,Home,IKEA Study Table,1,12999,10,11699.1
ORD000231,2024-11-14,Ahmedabad,Electronics,Samsung Galaxy S24,3,74999,10,202497.3
ORD000232,2026-02-17,Hyderabad,Electronics,OnePlus 12,1,64999,10,58499.1
ORD000233,2024-11-06,Hyderabad,Electronics,OnePlus 12,1,64999,15,55249.15
ORD000234,2024-11-21,Pune,Fashion,Nike Air Max,2,6999,15,11898.3
ORD000235,2026-06-08,Ahmedabad,Electronics,OnePlus 12,2,64999,5,123498.1
ORD000236,2024-10-20,Mumbai,Fashion,Nike Air Max,1,6999,15,5949.15
ORD000237,2026-03-27,Chennai,Fashion,Levi's Jeans,1,2499,15,2124.15
ORD000238,2024-07-15,Pune,Fashion,Levi's Jeans,1,2499,10,2249.1
ORD000239,2025-09-21,Delhi,Electronics,Sony WH-1000XM5,1,29999,10,26999.1
ORD000240,2026-04-11,Hyderabad,Electronics,Samsung Galaxy S24,2,74999,15,127498.3
ORD000241,2026-01-09,Mumbai,Home,Philips Air Fryer,1,8999,0,8999.0
ORD000242,2025-05-19,Pune,Fashion,Levi's Jeans,4,2499,0,9996.0
ORD000243,2026-05-08,Ahmedabad,Electronics,Sony WH-1000XM5,3,29999,5,85497.15
ORD000244,2025-10-05,Bengaluru,Home,IKEA Study Table,1,12999,15,11049.15
ORD000245,2025-05-11,Ahmedabad,Home,Philips Air Fryer,2,8999,15,15298.3
ORD000246,2024-11-07,Delhi,Fashion,Levi's Jeans,1,2499,10,2249.1
ORD000247,2024-08-23,Chennai,Home,IKEA Study Table,1,12999,5,12349.05
ORD000248,2026-02-23,Chennai,Electronics,Samsung Galaxy S24,4,74999,10,269996.4
ORD000249,2024-09-26,Pune,Electronics,Apple iPhone 15,1,79999,5,75999.05
ORD000250,2025-05-11,Mumbai,Home,IKEA Study Table,1,12999,5,12349.05
ORD000251,2025-06-27,Bengaluru,Electronics,Apple iPhone 15,2,79999,5,151998.1
ORD000252,2024-08-06,Delhi,Electronics,Sony WH-1000XM5,1,29999,5,28499.05
ORD000253,2024-10-20,Mumbai,Electronics,Sony WH-1000XM5,1,29999,5,28499.05
ORD000254,2026-04-16,Bengaluru,Fashion,Levi's Jeans,3,2499,5,7122.15
ORD000255,2025-06-21,Mumbai,Fashion,Levi's Jeans,2,2499,0,4998.0
ORD000256,2024-06-22,Chennai,Electronics,OnePlus 12,1,64999,5,61749.05
ORD000257,2024-07-22,Bengaluru,Electronics,Apple iPhone 15,1,79999,0,79999.0
ORD000258,2025-12-21,Kolkata,Home,Philips Air Fryer,1,8999,0,8999.0
ORD000259,2024-11-03,Kolkata,Home,IKEA Study Table,2,12999,0,25998.0
ORD000260,2025-11-20,Hyderabad,Electronics,Sony WH-1000XM5,3,29999,0,89997.0
ORD000261,2025-09-13,Mumbai,Home,IKEA Study Table,2,12999,0,25998.0
ORD000262,2025-01-01,Pune,Home,IKEA Study Table,2,12999,15,22098.3
ORD000263,2026-05-28,Pune,Home,IKEA Study Table,2,12999,15,22098.3
ORD000264,2026-04-16,Pune,Electronics,Samsung Galaxy S24,1,74999,5,71249.05
ORD000265,2024-06-15,Ahmedabad,Electronics,OnePlus 12,1,64999,10,58499.1
ORD000266,2025-12-24,Pune,Fashion,Levi's Jeans,1,2499,15,2124.15
ORD000267,2025-12-08,Ahmedabad,Electronics,Samsung Galaxy S24,3,74999,5,213747.15
ORD000268,2025-08-20,Chennai,Home,IKEA Study Table,3,12999,15,33147.45
ORD000269,2025-02-15,Chennai,Home,IKEA Study Table,1,12999,0,12999.0
ORD000270,2024-06-18,Chennai,Home,Philips Air Fryer,1,8999,10,8099.1
ORD000271,2025-08-03,Pune,Electronics,OnePlus 12,2,64999,15,110498.3
ORD000272,2025-10-29,Ahmedabad,Electronics,Samsung Galaxy S24,2,74999,0,149998.0
ORD000273,2024-06-15,Bengaluru,Electronics,Samsung Galaxy S24,2,74999,10,134998.2
ORD000274,2024-08-08,Pune,Electronics,Apple iPhone 15,1,79999,10,71999.1
ORD000275,2024-12-19,Mumbai,Home,Philips Air Fryer,1,8999,15,7649.15
ORD000276,2024-11-10,Pune,Fashion,Levi's Jeans,2,2499,10,4498.2
ORD000277,2025-02-05,Delhi,Electronics,Sony WH-1000XM5,1,29999,15,25499.15
ORD000278,2026-01-14,Pune,Electronics,Samsung Galaxy S24,1,74999,10,67499.1
ORD000279,2024-11-20,Mumbai,Fashion,Levi's Jeans,1,2499,15,2124.15
ORD000280,2025-10-10,Hyderabad,Fashion,Levi's Jeans,1,2499,10,2249.1
ORD000281,2024-09-14,Bengaluru,Fashion,Nike Air Max,1,6999,5,6649.05
ORD000282,2026-03-26,Pune,Home,Philips Air Fryer,1,8999,0,8999.0
ORD000283,2025-02-01,Chennai,Electronics,Sony WH-1000XM5,1,29999,15,25499.15
ORD000284,2024-12-11,Pune,Electronics,OnePlus 12,1,64999,10,58499.1
ORD000285,2024-12-20,Pune,Electronics,Apple iPhone 15,1,79999,0,79999.0
ORD000286,2026-04-11,Kolkata,Fashion,Levi's Jeans,1,2499,15,2124.15
ORD000287,2025-07-11,Pune,Home,IKEA Study Table,1,12999,5,12349.05
ORD000288,2024-08-11,Kolkata,Fashion,Nike Air Max,1,6999,10,6299.1
ORD000289,2024-08-28,Mumbai,Fashion,Levi's Jeans,1,2499,15,2124.15
ORD000290,2024-12-25,Bengaluru,Electronics,Apple iPhone 15,1,79999,5,75999.05
ORD000291,2025-04-30,Mumbai,Fashion,Levi's Jeans,1,2499,0,2499.0
ORD000292,2025-08-17,Bengaluru,Home,IKEA Study Table,2,12999,5,24698.1
ORD000293,2026-06-04,Chennai,Home,Philips Air Fryer,1,8999,5,8549.05
ORD000294,2025-09-11,Ahmedabad,Electronics,Samsung Galaxy S24,1,74999,0,74999.0
ORD000295,2024-08-07,Chennai,Electronics,Apple iPhone 15,1,79999,0,79999.0
ORD000296,2025-07-26,Hyderabad,Home,Philips Air Fryer,1,8999,15,7649.15
ORD000297,2025-02-05,Bengaluru,Electronics,Samsung Galaxy S24,1,74999,10,67499.1
ORD000298,2025-05-13,Pune,Home,IKEA Study Table,2,12999,10,23398.2
ORD000299,2025-06-21,Ahmedabad,Home,Philips Air Fryer,2,8999,5,17098.1
ORD000300,2026-01-09,Hyderabad,Home,Philips Air Fryer,1,8999,15,7649.15
ORD000301,2025-06-22,Pune,Fashion,Nike Air Max,1,6999,5,6649.05
ORD000302,2024-10-17,Chennai,Electronics,Samsung Galaxy S24,1,74999,5,71249.05
ORD000303,2025-10-25,Delhi,Fashion,Nike Air Max,2,6999,5,13298.1
ORD000304,2026-03-05,Bengaluru,Electronics,Samsung Galaxy S24,1,74999,5,71249.05
ORD000305,2025-08-02,Bengaluru,Electronics,OnePlus 12,2,64999,0,129998.0
ORD000306,2025-06-25,Chennai,Home,IKEA Study Table,1,12999,15,11049.15
ORD000307,2025-04-13,Kolkata,Fashion,Nike Air Max,1,6999,0,6999.0
